game_name,event,date,idvisitor_converted,idvisit,idlink_va,server_time,idaction_name,custom_dimension_2,datetime,days_since_july_2,week_number,time_group_week,time_group_month
Beginning Sound Ma Ka La Hindi,Completed,2025-10-16,11,11,12,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Completed,2025-10-17,11,11,11,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Completed,2025-10-18,17,17,17,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Completed,2025-10-19,8,8,8,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Completed,2025-10-20,8,8,9,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Completed,2025-10-21,12,12,12,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Completed,2025-10-22,12,12,12,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Completed,2025-10-23,6,6,6,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Completed,2025-10-24,10,10,10,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-08-22,86,88,114,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-08-23,1826,1831,2092,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-08-24,704,720,822,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-08-25,252,256,291,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-08-26,171,174,201,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-08-27,137,138,154,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-08-28,63,63,71,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-08-29,78,79,83,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-08-30,96,98,107,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-08-31,69,71,78,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-01,86,87,94,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-02,48,52,56,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-03,21,21,22,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-04,25,25,27,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-05,26,26,27,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-06,7,7,7,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-07,5,5,5,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-08,11,11,12,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-09,26,26,31,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-10,32,32,33,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-11,29,29,35,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-12,37,37,40,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-13,34,34,38,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-14,26,26,27,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-15,63,65,72,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-16,42,44,47,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-17,31,31,34,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-18,20,20,21,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-19,28,28,32,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-20,20,20,22,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-21,12,12,12,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-22,22,22,23,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-23,14,14,17,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-24,16,17,22,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-25,16,16,16,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-26,17,17,18,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-27,39,39,43,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-28,26,26,29,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-29,44,45,48,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-09-30,27,27,30,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-01,18,18,18,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-02,12,12,15,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-03,10,10,10,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-04,12,12,14,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-05,7,7,8,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-06,7,7,7,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-07,15,15,16,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-08,129,130,138,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-09,75,75,85,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-10,133,133,145,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-11,90,90,100,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-12,14,15,16,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-13,12,12,13,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-14,16,16,17,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-15,17,17,17,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-16,14,14,16,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-17,14,14,14,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-18,18,18,21,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-19,9,9,9,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-20,10,10,12,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-21,17,17,19,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-22,15,15,15,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-23,7,7,7,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Hindi,Started,2025-10-24,15,15,16,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-08-22,128,130,164,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-08-23,1684,1725,1836,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-08-24,764,787,848,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-08-25,345,349,374,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-08-26,156,160,169,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-08-27,158,160,173,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-08-28,90,90,91,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-08-29,76,76,79,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-08-30,34,34,34,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-08-31,27,28,33,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-01,64,64,65,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-02,52,52,58,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-03,29,29,29,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-04,30,31,35,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-05,36,36,38,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-06,17,17,17,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-07,13,13,13,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-08,27,27,27,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-09,40,42,45,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-10,57,57,59,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-11,54,55,55,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-12,70,70,72,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-13,46,46,47,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-14,33,33,34,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-15,95,96,103,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-16,57,59,62,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-17,53,53,54,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-18,39,41,42,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-19,34,34,35,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-20,29,29,31,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-21,31,31,34,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-22,19,19,19,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-23,26,26,27,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-24,37,37,39,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-25,25,26,28,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-26,35,36,38,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-27,41,41,41,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-28,17,17,17,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-29,27,27,28,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-09-30,17,17,20,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-01,21,21,21,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-02,6,6,8,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-03,15,15,15,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-04,9,9,9,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-05,15,15,15,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-06,19,19,20,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-07,17,17,17,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-08,171,171,179,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-09,117,117,121,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-10,244,244,256,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-11,117,117,124,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-12,25,25,26,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-13,17,17,17,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-14,46,46,48,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-15,24,24,24,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-16,9,9,11,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-17,20,20,22,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-18,14,14,14,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-19,8,8,8,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-20,13,13,15,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-21,9,9,9,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-22,12,12,15,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-23,4,4,4,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Completed,2025-10-24,9,9,9,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Started,2025-08-22,150,152,202,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Started,2025-08-23,2797,2838,3362,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Started,2025-08-24,1249,1294,1548,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Started,2025-08-25,565,574,657,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Started,2025-08-26,248,251,295,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Started,2025-08-27,234,236,275,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Started,2025-08-28,149,150,164,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Started,2025-08-29,109,110,119,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Started,2025-08-30,65,65,69,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Started,2025-08-31,32,34,41,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Started,2025-09-01,77,77,81,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
Beginning Sound Ma Ka La Marathi,Started,2025-09-02,71,74,81,2025-02-25,1,1,2025-02-25,0,1,Week 1,February 2025
